Exemption Number,Manufacturer Registration Number,Manufacturer Name,Report ID,Date of Event,Manufacturer Aware Date,Event Type,Device Problem Codes,Report Year,Report Quarter,Initial Report Flag,Device ID,Product Code,Brand Name,Model Number,Catalog Number,Implant Available for Evaluation,Implant Returned to Manufacturer
2013011,9617229,ALLERGAN,1870872,01-01-2014,2/27/2019,IN,1395;1546;2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,UNK Style 410MX,2,2
2013011,9617229,ALLERGAN,1871134,3/14/2019,3/14/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410215,2,2
2013011,9617229,ALLERGAN,1871230,7/14/2015,3/14/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,JTF3-FX120-360,2,2
2013011,9617229,ALLERGAN,1871236,NI,3/15/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410320,2,2
2013011,9617229,ALLERGAN,1871494,NI,3/15/2019,IN,1546,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,27-LF125-310,2,2
2013011,9617229,ALLERGAN,1871616,3/15/2019,3/15/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410375,2,2
2013011,9617229,ALLERGAN,1872025,1/15/2019,03-11-2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,2,2
2013011,9617229,ALLERGAN,1872026,1/15/2019,03-11-2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,2,2
2013011,9617229,ALLERGAN,1872146,03-11-2019,3/18/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM105-185,2,2
2013011,9617229,ALLERGAN,1872223,01-11-2019,3/18/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410225,2,2
2013011,9617229,ALLERGAN,1872340,NI,03-11-2019,IN,2682,2019,1,I,410,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410,UNK Style 410,2,2
2013011,9617229,ALLERGAN,1872493,2/26/2019,03-12-2019,IN,1546,2019,1,I,410ML,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410ML,N-27-ML130-285,2,2
2013011,9617229,ALLERGAN,1872565,NI,3/15/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410495,2,2
2013011,9617229,ALLERGAN,1872566,NI,3/15/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410495,2,2
2013011,9617229,ALLERGAN,1872635,NI,3/15/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410375,2,2
2013011,9617229,ALLERGAN,1872636,NI,3/15/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410375,2,2
2013011,9617229,ALLERGAN,1872920,03-11-2019,3/19/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,FM-410310,2,2
2013011,9617229,ALLERGAN,1872921,03-11-2019,3/19/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,FM-410310,2,2
2013011,9617229,ALLERGAN,1872977,NI,3/14/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX130-410,2,2
2013011,9617229,ALLERGAN,1873376,03-08-2019,3/19/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410400,2,2
2013011,9617229,ALLERGAN,1873377,03-08-2019,3/19/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410360,2,2
2013011,9617229,ALLERGAN,1873394,03-08-2019,3/19/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410400,2,2
2013011,9617229,ALLERGAN,1873729,12-08-2015,3/18/2019,IN,1546,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,N-27-LF115-240,2,2
2013011,9617229,ALLERGAN,1873733,3/13/2019,3/15/2019,IN,1546,2019,1,I,410LX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LX,27-LX135-405,2,2
2013011,9617229,ALLERGAN,1873751,3/18/2019,3/18/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF135-420,2,2
2013011,9617229,ALLERGAN,1874500,3/18/2019,3/19/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,27-FM120-310,2,2
2013011,9617229,ALLERGAN,1874501,3/18/2019,3/19/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,27-FM120-310,2,2
2013011,9617229,ALLERGAN,1874555,2/27/2019,3/20/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410470,2,2
2013011,9617229,ALLERGAN,1874608,NI,3/21/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,2,2
2013011,9617229,ALLERGAN,1874609,NI,3/21/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,2,2
2013011,9617229,ALLERGAN,1874648,2/22/2016,3/19/2019,IN,3189,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,LF-410490,2,2
2013011,9617229,ALLERGAN,1874769,8/15/2018,3/23/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF135-475,2,2
2013011,9617229,ALLERGAN,1874822,4/19/2016,3/19/2019,IN,1546,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,N-27-LF135-390,2,2
2013011,9617229,ALLERGAN,1874829,08-01-2017,3/20/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX130-410,2,2
2013011,9617229,ALLERGAN,1874834,11/15/2017,3/20/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX130-410,2,2
2013011,9617229,ALLERGAN,1874933,3/15/2019,3/19/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM130-360,2,2
2013011,9617229,ALLERGAN,1875133,3/20/2019,3/21/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,MX-410410,2,2
2013011,9617229,ALLERGAN,1875231,03-01-2019,3/21/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410535,2,2
2013011,9617229,ALLERGAN,1875341,11/15/2018,3/21/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM120-310,2,2
2013011,9617229,ALLERGAN,1875392,NI,3/21/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM120-280,2,2
2013011,9617229,ALLERGAN,1875393,NI,3/21/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF110-255,2,2
2013011,9617229,ALLERGAN,1875464,3/14/2019,3/15/2019,M,1069,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,2,2
2013011,9617229,ALLERGAN,1875845,2/21/2018,3/20/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF125-375,2,2
2013011,9617229,ALLERGAN,1876308,02-02-2019,3/19/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF095-140,2,2
2013011,9617229,ALLERGAN,1876310,12-10-2018,3/19/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF115-255,2,2
2013011,9617229,ALLERGAN,1876313,1/21/2019,3/19/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM135-440,2,2
2013011,9617229,ALLERGAN,1876314,02-02-2019,3/19/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,2,2
2013011,9617229,ALLERGAN,1876378,NI,3/21/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX145-550,2,2
2013011,9617229,ALLERGAN,1876379,NI,3/21/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX145-550,2,2
2013011,9617229,ALLERGAN,1876481,02-12-2016,3/19/2019,IN,3189,2019,1,I,410FL,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FL,UNK Style 410FL,2,2
2013011,9617229,ALLERGAN,1876506,01-01-2015,3/21/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM130-360,2,2
2013011,9617229,ALLERGAN,1876706,12-03-2018,3/21/2019,IN,1546,2019,1,I,410LX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LX,N-27-LX120-290,2,2
2013011,9617229,ALLERGAN,1876708,12-03-2018,3/21/2019,IN,1546,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,N-27-LF120-270,2,2
2013011,9617229,ALLERGAN,1877157,09-06-2018,3/19/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM110-235,2,2
2013011,9617229,ALLERGAN,1877158,8/14/2018,3/19/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM125-350,2,2
2013011,9617229,ALLERGAN,1877159,NI,3/25/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM130-360,2,2
2013011,9617229,ALLERGAN,1877176,2/26/2019,3/25/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM135-400,2,2
2013011,9617229,ALLERGAN,1877193,09-10-2018,3/19/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM135-400,2,2
2013011,9617229,ALLERGAN,1877217,3/30/2016,3/20/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,27-FX120-360,2,2
2013011,9617229,ALLERGAN,1877218,3/30/2016,3/20/2019,IN,1546;2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,27-FX120-360,2,2
2013011,9617229,ALLERGAN,1877241,3/26/2019,3/26/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX130-410,2,2
2013011,9617229,ALLERGAN,1877305,2/15/2019,3/22/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX120-325,2,2
2013011,9617229,ALLERGAN,1877318,2/15/2019,3/22/2019,IN,1546,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,N-27-LF120-270,2,2
2013011,9617229,ALLERGAN,1877327,NI,3/20/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM120-280,2,2
2013011,9617229,ALLERGAN,1877355,3/21/2019,3/25/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410425,2,2
2013011,9617229,ALLERGAN,1877356,3/21/2019,3/25/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410425,2,2
2013011,9617229,ALLERGAN,1877411,8/15/2018,3/23/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM135-440,2,2
2013011,9617229,ALLERGAN,1877513,3/20/2019,3/25/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410335,2,2
2013011,9617229,ALLERGAN,1877727,2/15/2019,3/22/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,2,2
2013011,9617229,ALLERGAN,1877732,3/25/2019,3/26/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410535,2,2
2013011,9617229,ALLERGAN,1877970,4/15/2018,3/26/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,JTF3-MX115-290,2,2
2013011,9617229,ALLERGAN,1877976,4/15/2018,3/26/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,JTF3-MX130-410,2,2
2013011,9617229,ALLERGAN,1878000,4/21/2016,3/20/2019,IN,2682;1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,UNK Style 410MX,2,2
2013011,9617229,ALLERGAN,1878014,09-12-2016,3/20/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF120-295,2,2
2013011,9617229,ALLERGAN,1878015,09-12-2016,3/20/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF120-295,2,2
2013011,9617229,ALLERGAN,1878071,NI,3/27/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410425,2,2
2013011,9617229,ALLERGAN,1878073,NI,3/27/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410425,2,2
2013011,9617229,ALLERGAN,1878244,03-05-2019,3/20/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX120-325,2,2
2013011,9617229,ALLERGAN,1878701,8/28/2017,3/27/2019,IN,3189,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410740,2,2
2013011,9617229,ALLERGAN,1878810,NI,3/21/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,27-FM115-270,2,2
2013011,9617229,ALLERGAN,1878895,NI,3/26/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX130-410,2,2
2013011,9617229,ALLERGAN,1878898,NI,3/26/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX130-410,2,2
2013011,9617229,ALLERGAN,1878915,NI,3/27/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM130-360,2,2
2013011,9617229,ALLERGAN,1878938,2/15/2019,3/27/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF135-420,2,2
2013011,9617229,ALLERGAN,1878939,2/15/2019,3/27/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF135-420,2,2
2013011,9617229,ALLERGAN,1878950,12/24/2018,3/28/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410280,2,2
2013011,9617229,ALLERGAN,1878970,NI,3/27/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF125-335,2,2
2013011,9617229,ALLERGAN,1879347,NI,3/27/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM130-360,2,2
2013011,9617229,ALLERGAN,1879348,NI,3/27/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM130-360,2,2
2013011,9617229,ALLERGAN,1879791,3/29/2019,3/29/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410410,2,2
2013011,9617229,ALLERGAN,1879792,3/29/2019,3/29/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410410,2,2
2013011,9617229,ALLERGAN,1879891,01-01-2014,3/29/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410335,2,2
2013011,9617229,ALLERGAN,1879892,01-01-2014,3/29/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410335,2,2
2013011,9617229,ALLERGAN,1879983,NI,3/28/2019,IN,3189,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,FM-410205,2,2
2013011,9617229,ALLERGAN,1880003,1/22/2019,3/29/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410335,2,2
2013011,9617229,ALLERGAN,1880099,3/15/2019,3/26/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX150-620,2,2
2013011,9617229,ALLERGAN,1880162,NI,3/28/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,MX-410410,2,2
2013011,9617229,ALLERGAN,1880276,7/19/2017,3/29/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410290,2,2
2013011,9617229,ALLERGAN,1880293,3/26/2019,3/29/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410690,2,2
2013011,9617229,ALLERGAN,1880294,3/26/2019,3/29/2019,IN,2682,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410690,2,2
2013011,9617229,ALLERGAN,1880394,NI,3/25/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,2,2
2013011,9617229,ALLERGAN,1880430,9/15/2018,3/29/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,27-FM125-350,2,2
2013011,9617229,ALLERGAN,1881130,12/15/2018,3/27/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,2,2
2013011,9617229,ALLERGAN,1881133,2/15/2019,3/27/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,2,2
2013011,9617229,ALLERGAN,1881146,3/22/2019,3/27/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX105-225,2,2
2013011,9617229,ALLERGAN,1881529,NI,3/27/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF120-295,2,2
2013011,9617229,ALLERGAN,1882905,NI,3/27/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF135-420,2,2
2013011,9617229,ALLERGAN,1882933,NI,3/27/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM135-400,2,2
2013011,9617229,ALLERGAN,1882934,NI,3/27/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM135-400,2,2
2013011,9617229,ALLERGAN,1884990,3/28/2019,3/29/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX145-550,2,2
2013011,9617229,ALLERGAN,1884991,3/28/2019,3/29/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX145-550,2,2
2013011,9617229,ALLERGAN,1885261,3/21/2019,3/26/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF115-290,2,2
2014013,1651189,SIENTRA,1651189-2019-00002,01-02-2018,01-02-2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-435MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00003,01-02-2018,01-02-2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-435MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00007,01-04-2019,01-04-2019,IN,2203,2019,1,I,10621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-440HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00008,01-04-2019,01-04-2019,IN,2203,2019,1,I,10621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-440HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00009,01-04-2019,01-04-2019,IN,2203,2019,1,I,20676-XXXE,FTR,Sientra Silicone Gel Breast Implants,20676,20676-310E,2,2
2014013,1651189,SIENTRA,1651189-2019-00010,01-02-2019,01-02-2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-625MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00011,01-04-2019,01-07-2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-255MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00012,01-08-2019,01-08-2019,IN,2203,2019,1,I,10621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-385HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00013,01-09-2019,01-09-2019,IN,2203,2019,1,I,10621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-455HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00014,01-08-2019,01-09-2019,IN,2203,2019,1,I,20721-XXXHP,FTR,Sientra Silicone Gel Breast Implants,20721,20721-330HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00015,11-08-2018,01-10-2019,IN,2203,2019,1,I,20646-XXXRB,FTR,Sientra Silicone Gel Breast Implants,20646,20646-220RB,2,2
2014013,1651189,SIENTRA,1651189-2019-00016,01-11-2019,01-11-2019,IN,2203,2019,1,I,10610-XXXLP,FTR,Sientra Silicone Gel Breast Implants,10610,10610-280LP,2,2
2014013,1651189,SIENTRA,1651189-2019-00019,1/15/2019,1/15/2019,IN,2203,2019,1,I,10512-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10512,10512-350MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00023,1/16/2019,1/16/2019,IN,2203,2019,1,I,20621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-350HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00024,1/18/2019,1/18/2019,IN,2203,2019,1,I,20646-XXXRB,FTR,Sientra Silicone Gel Breast Implants,20646,20646-425RB,2,2
2014013,1651189,SIENTRA,1651189-2019-00026,05-03-2018,1/21/2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-350MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00029,1/22/2019,1/24/2019,IN,2203,2019,1,I,10512-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10512,10512-410MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00033,1/21/2019,1/24/2019,IN,2203,2019,1,I,10721-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10721,10721-505HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00034,12/17/2018,1/24/2019,IN,2203,2019,1,I,20610-XXXLP,FTR,Sientra Silicone Gel Breast Implants,20610,20610-280LP,2,2
2014013,1651189,SIENTRA,1651189-2019-00035,12/17/2018,1/24/2019,IN,2203,2019,1,I,20610-XXXLP,FTR,Sientra Silicone Gel Breast Implants,20610,20610-280LP,2,2
2014013,1651189,SIENTRA,1651189-2019-00037,1/30/2019,1/31/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-255MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00038,1/30/2019,1/31/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-255MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00039,1/17/2019,1/30/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-415MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00040,1/17/2019,1/30/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-415MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00041,01-11-2019,02-01-2019,IN,2203,2019,1,I,20721-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20721,20721-355MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00042,01-11-2019,02-01-2019,IN,2203,2019,1,I,20721-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20721,20721-385MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00043,01-11-2019,02-01-2019,IN,2203,2019,1,I,10721-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10721,10721-565HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00044,12-10-2018,1/22/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-455MP,2,2
2014013,1651189,SIENTRA,1651189-2019-00045,12-03-2018,02-01-2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-505HP,2,2
2014013,1651189,SIENTRA,1651189-2019-00046,01-11-2019,02-01-2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-385MP,2,2
